h0 [SinglePointCrossover,BitFlipMutation] 16631
h1 [SinglePointCrossover,LoopMoveOperator] 16790
h2 [SinglePointCrossover,LocalMoveOperator] 16834
h3 [SinglePointCrossover,SegmentMutation] 16553
h4 [SinglePointCrossover,OppositeMoveOperator] 16589
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 16699
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 16791
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 16723
h8 [IntegerTwoPointsCrossover,SegmentMutation] 16711
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 16795
h10 [MultiPointsCrossover,BitFlipMutation] 16535
h11 [MultiPointsCrossover,LoopMoveOperator] 16653
h12 [MultiPointsCrossover,LocalMoveOperator] 16730
h13 [MultiPointsCrossover,SegmentMutation] 16550
h14 [MultiPointsCrossover,OppositeMoveOperator] 16416
