h0 [SinglePointCrossover,BitFlipMutation] 167513
h1 [SinglePointCrossover,LoopMoveOperator] 166622
h2 [SinglePointCrossover,LocalMoveOperator] 165809
h3 [SinglePointCrossover,SegmentMutation] 166877
h4 [SinglePointCrossover,OppositeMoveOperator] 166741
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166946
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166094
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 165991
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166914
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166762
h10 [MultiPointsCrossover,BitFlipMutation] 167522
h11 [MultiPointsCrossover,LoopMoveOperator] 166206
h12 [MultiPointsCrossover,LocalMoveOperator] 166583
h13 [MultiPointsCrossover,SegmentMutation] 166722
h14 [MultiPointsCrossover,OppositeMoveOperator] 166698
