h0 [SinglePointCrossover,BitFlipMutation] 1642
h1 [SinglePointCrossover,LoopMoveOperator] 1617
h2 [SinglePointCrossover,LocalMoveOperator] 1655
h3 [SinglePointCrossover,SegmentMutation] 1653
h4 [SinglePointCrossover,OppositeMoveOperator] 1677
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1628
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1635
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1748
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1673
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1685
h10 [MultiPointsCrossover,BitFlipMutation] 1651
h11 [MultiPointsCrossover,LoopMoveOperator] 1682
h12 [MultiPointsCrossover,LocalMoveOperator] 1665
h13 [MultiPointsCrossover,SegmentMutation] 1674
h14 [MultiPointsCrossover,OppositeMoveOperator] 1715
