h0 [SinglePointCrossover,BitFlipMutation] 8285
h1 [SinglePointCrossover,LoopMoveOperator] 8337
h2 [SinglePointCrossover,LocalMoveOperator] 8233
h3 [SinglePointCrossover,SegmentMutation] 8453
h4 [SinglePointCrossover,OppositeMoveOperator] 8319
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8473
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8219
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8156
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8450
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8269
h10 [MultiPointsCrossover,BitFlipMutation] 8381
h11 [MultiPointsCrossover,LoopMoveOperator] 8313
h12 [MultiPointsCrossover,LocalMoveOperator] 8306
h13 [MultiPointsCrossover,SegmentMutation] 8271
h14 [MultiPointsCrossover,OppositeMoveOperator] 8285
