h0 [SinglePointCrossover,BitFlipMutation] 8438
h1 [SinglePointCrossover,LoopMoveOperator] 8411
h2 [SinglePointCrossover,LocalMoveOperator] 8238
h3 [SinglePointCrossover,SegmentMutation] 8255
h4 [SinglePointCrossover,OppositeMoveOperator] 8318
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8301
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8467
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8316
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8276
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8265
h10 [MultiPointsCrossover,BitFlipMutation] 8386
h11 [MultiPointsCrossover,LoopMoveOperator] 8179
h12 [MultiPointsCrossover,LocalMoveOperator] 8074
h13 [MultiPointsCrossover,SegmentMutation] 8442
h14 [MultiPointsCrossover,OppositeMoveOperator] 8384
