h0 [SinglePointCrossover,BitFlipMutation] 8390
h1 [SinglePointCrossover,LoopMoveOperator] 8510
h2 [SinglePointCrossover,LocalMoveOperator] 8423
h3 [SinglePointCrossover,SegmentMutation] 8201
h4 [SinglePointCrossover,OppositeMoveOperator] 8497
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8329
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8267
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8240
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8314
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8348
h10 [MultiPointsCrossover,BitFlipMutation] 8237
h11 [MultiPointsCrossover,LoopMoveOperator] 8317
h12 [MultiPointsCrossover,LocalMoveOperator] 8235
h13 [MultiPointsCrossover,SegmentMutation] 8062
h14 [MultiPointsCrossover,OppositeMoveOperator] 8380
