h0 [SinglePointCrossover,BitFlipMutation] 8168
h1 [SinglePointCrossover,LoopMoveOperator] 8461
h2 [SinglePointCrossover,LocalMoveOperator] 8285
h3 [SinglePointCrossover,SegmentMutation] 8339
h4 [SinglePointCrossover,OppositeMoveOperator] 8371
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8374
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8377
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8401
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8326
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8301
h10 [MultiPointsCrossover,BitFlipMutation] 8288
h11 [MultiPointsCrossover,LoopMoveOperator] 8315
h12 [MultiPointsCrossover,LocalMoveOperator] 8315
h13 [MultiPointsCrossover,SegmentMutation] 8169
h14 [MultiPointsCrossover,OppositeMoveOperator] 8260
