h0 [SinglePointCrossover,BitFlipMutation] 8177
h1 [SinglePointCrossover,LoopMoveOperator] 8323
h2 [SinglePointCrossover,LocalMoveOperator] 8489
h3 [SinglePointCrossover,SegmentMutation] 8376
h4 [SinglePointCrossover,OppositeMoveOperator] 8216
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8464
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8355
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8176
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8322
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8274
h10 [MultiPointsCrossover,BitFlipMutation] 8134
h11 [MultiPointsCrossover,LoopMoveOperator] 8287
h12 [MultiPointsCrossover,LocalMoveOperator] 8310
h13 [MultiPointsCrossover,SegmentMutation] 8453
h14 [MultiPointsCrossover,OppositeMoveOperator] 8394
