h0 [SinglePointCrossover,BitFlipMutation] 8192
h1 [SinglePointCrossover,LoopMoveOperator] 8371
h2 [SinglePointCrossover,LocalMoveOperator] 8322
h3 [SinglePointCrossover,SegmentMutation] 8279
h4 [SinglePointCrossover,OppositeMoveOperator] 8358
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8319
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8319
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8241
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8292
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8274
h10 [MultiPointsCrossover,BitFlipMutation] 8368
h11 [MultiPointsCrossover,LoopMoveOperator] 8320
h12 [MultiPointsCrossover,LocalMoveOperator] 8376
h13 [MultiPointsCrossover,SegmentMutation] 8267
h14 [MultiPointsCrossover,OppositeMoveOperator] 8452
