h0 [SinglePointCrossover,BitFlipMutation] 8353
h1 [SinglePointCrossover,LoopMoveOperator] 8205
h2 [SinglePointCrossover,LocalMoveOperator] 8297
h3 [SinglePointCrossover,SegmentMutation] 8236
h4 [SinglePointCrossover,OppositeMoveOperator] 8250
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8338
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8402
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8411
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8423
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8408
h10 [MultiPointsCrossover,BitFlipMutation] 8235
h11 [MultiPointsCrossover,LoopMoveOperator] 8212
h12 [MultiPointsCrossover,LocalMoveOperator] 8371
h13 [MultiPointsCrossover,SegmentMutation] 8278
h14 [MultiPointsCrossover,OppositeMoveOperator] 8331
