h0 [SinglePointCrossover,BitFlipMutation] 8451
h1 [SinglePointCrossover,LoopMoveOperator] 8345
h2 [SinglePointCrossover,LocalMoveOperator] 8223
h3 [SinglePointCrossover,SegmentMutation] 8321
h4 [SinglePointCrossover,OppositeMoveOperator] 8340
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8538
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8262
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8306
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8286
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8221
h10 [MultiPointsCrossover,BitFlipMutation] 8227
h11 [MultiPointsCrossover,LoopMoveOperator] 8274
h12 [MultiPointsCrossover,LocalMoveOperator] 8091
h13 [MultiPointsCrossover,SegmentMutation] 8532
h14 [MultiPointsCrossover,OppositeMoveOperator] 8333
