h0 [SinglePointCrossover,BitFlipMutation] 8410
h1 [SinglePointCrossover,LoopMoveOperator] 8183
h2 [SinglePointCrossover,LocalMoveOperator] 8199
h3 [SinglePointCrossover,SegmentMutation] 8430
h4 [SinglePointCrossover,OppositeMoveOperator] 8501
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8349
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8264
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8455
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8240
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8286
h10 [MultiPointsCrossover,BitFlipMutation] 8299
h11 [MultiPointsCrossover,LoopMoveOperator] 8243
h12 [MultiPointsCrossover,LocalMoveOperator] 8334
h13 [MultiPointsCrossover,SegmentMutation] 8259
h14 [MultiPointsCrossover,OppositeMoveOperator] 8298
