h0 [SinglePointCrossover,BitFlipMutation] 8339
h1 [SinglePointCrossover,LoopMoveOperator] 8275
h2 [SinglePointCrossover,LocalMoveOperator] 8216
h3 [SinglePointCrossover,SegmentMutation] 8305
h4 [SinglePointCrossover,OppositeMoveOperator] 8234
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8386
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8350
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8257
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8323
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8453
h10 [MultiPointsCrossover,BitFlipMutation] 8426
h11 [MultiPointsCrossover,LoopMoveOperator] 8336
h12 [MultiPointsCrossover,LocalMoveOperator] 8259
h13 [MultiPointsCrossover,SegmentMutation] 8322
h14 [MultiPointsCrossover,OppositeMoveOperator] 8269
