h0 [SinglePointCrossover,BitFlipMutation] 166807
h1 [SinglePointCrossover,LoopMoveOperator] 166589
h2 [SinglePointCrossover,LocalMoveOperator] 166114
h3 [SinglePointCrossover,SegmentMutation] 166328
h4 [SinglePointCrossover,OppositeMoveOperator] 166573
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166748
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166622
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166853
h8 [IntegerTwoPointsCrossover,SegmentMutation] 165798
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 167177
h10 [MultiPointsCrossover,BitFlipMutation] 166977
h11 [MultiPointsCrossover,LoopMoveOperator] 167522
h12 [MultiPointsCrossover,LocalMoveOperator] 166847
h13 [MultiPointsCrossover,SegmentMutation] 166764
h14 [MultiPointsCrossover,OppositeMoveOperator] 166281
