h0 [SinglePointCrossover,BitFlipMutation] 166437
h1 [SinglePointCrossover,LoopMoveOperator] 166817
h2 [SinglePointCrossover,LocalMoveOperator] 166553
h3 [SinglePointCrossover,SegmentMutation] 166887
h4 [SinglePointCrossover,OppositeMoveOperator] 165758
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166942
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166482
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166632
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166971
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166927
h10 [MultiPointsCrossover,BitFlipMutation] 166468
h11 [MultiPointsCrossover,LoopMoveOperator] 166887
h12 [MultiPointsCrossover,LocalMoveOperator] 167002
h13 [MultiPointsCrossover,SegmentMutation] 167020
h14 [MultiPointsCrossover,OppositeMoveOperator] 166217
