h0 [SinglePointCrossover,BitFlipMutation] 166985
h1 [SinglePointCrossover,LoopMoveOperator] 166365
h2 [SinglePointCrossover,LocalMoveOperator] 166711
h3 [SinglePointCrossover,SegmentMutation] 166170
h4 [SinglePointCrossover,OppositeMoveOperator] 166624
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 165783
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166622
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166666
h8 [IntegerTwoPointsCrossover,SegmentMutation] 167243
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166906
h10 [MultiPointsCrossover,BitFlipMutation] 166928
h11 [MultiPointsCrossover,LoopMoveOperator] 166750
h12 [MultiPointsCrossover,LocalMoveOperator] 166823
h13 [MultiPointsCrossover,SegmentMutation] 167223
h14 [MultiPointsCrossover,OppositeMoveOperator] 166201
