h0 [SinglePointCrossover,BitFlipMutation] 83520
h1 [SinglePointCrossover,LoopMoveOperator] 83390
h2 [SinglePointCrossover,LocalMoveOperator] 83484
h3 [SinglePointCrossover,SegmentMutation] 83184
h4 [SinglePointCrossover,OppositeMoveOperator] 82957
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 82715
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 83405
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 83085
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83066
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83468
h10 [MultiPointsCrossover,BitFlipMutation] 82880
h11 [MultiPointsCrossover,LoopMoveOperator] 83401
h12 [MultiPointsCrossover,LocalMoveOperator] 83132
h13 [MultiPointsCrossover,SegmentMutation] 83428
h14 [MultiPointsCrossover,OppositeMoveOperator] 83635
