h0 [SinglePointCrossover,BitFlipMutation] 831
h1 [SinglePointCrossover,LoopMoveOperator] 806
h2 [SinglePointCrossover,LocalMoveOperator] 790
h3 [SinglePointCrossover,SegmentMutation] 852
h4 [SinglePointCrossover,OppositeMoveOperator] 850
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 856
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 817
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 810
h8 [IntegerTwoPointsCrossover,SegmentMutation] 843
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 853
h10 [MultiPointsCrossover,BitFlipMutation] 817
h11 [MultiPointsCrossover,LoopMoveOperator] 856
h12 [MultiPointsCrossover,LocalMoveOperator] 813
h13 [MultiPointsCrossover,SegmentMutation] 868
h14 [MultiPointsCrossover,OppositeMoveOperator] 788
