h0 [SinglePointCrossover,BitFlipMutation] 166307
h1 [SinglePointCrossover,LoopMoveOperator] 166839
h2 [SinglePointCrossover,LocalMoveOperator] 167381
h3 [SinglePointCrossover,SegmentMutation] 166371
h4 [SinglePointCrossover,OppositeMoveOperator] 166092
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166828
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166009
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 167036
h8 [IntegerTwoPointsCrossover,SegmentMutation] 167434
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 167138
h10 [MultiPointsCrossover,BitFlipMutation] 166741
h11 [MultiPointsCrossover,LoopMoveOperator] 166814
h12 [MultiPointsCrossover,LocalMoveOperator] 166219
h13 [MultiPointsCrossover,SegmentMutation] 167001
h14 [MultiPointsCrossover,OppositeMoveOperator] 165790
