h0 [SinglePointCrossover,BitFlipMutation] 1743
h1 [SinglePointCrossover,LoopMoveOperator] 1662
h2 [SinglePointCrossover,LocalMoveOperator] 1711
h3 [SinglePointCrossover,SegmentMutation] 1698
h4 [SinglePointCrossover,OppositeMoveOperator] 1654
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1726
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1655
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1626
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1669
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1586
h10 [MultiPointsCrossover,BitFlipMutation] 1622
h11 [MultiPointsCrossover,LoopMoveOperator] 1648
h12 [MultiPointsCrossover,LocalMoveOperator] 1689
h13 [MultiPointsCrossover,SegmentMutation] 1603
h14 [MultiPointsCrossover,OppositeMoveOperator] 1708
