h0 [SinglePointCrossover,BitFlipMutation] 8246
h1 [SinglePointCrossover,LoopMoveOperator] 8208
h2 [SinglePointCrossover,LocalMoveOperator] 8316
h3 [SinglePointCrossover,SegmentMutation] 8204
h4 [SinglePointCrossover,OppositeMoveOperator] 8429
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8409
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8175
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8431
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8328
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8257
h10 [MultiPointsCrossover,BitFlipMutation] 8395
h11 [MultiPointsCrossover,LoopMoveOperator] 8259
h12 [MultiPointsCrossover,LocalMoveOperator] 8405
h13 [MultiPointsCrossover,SegmentMutation] 8328
h14 [MultiPointsCrossover,OppositeMoveOperator] 8360
