h0 [SinglePointCrossover,BitFlipMutation] 1704
h1 [SinglePointCrossover,LoopMoveOperator] 1681
h2 [SinglePointCrossover,LocalMoveOperator] 1605
h3 [SinglePointCrossover,SegmentMutation] 1660
h4 [SinglePointCrossover,OppositeMoveOperator] 1641
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1698
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1662
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1592
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1660
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1706
h10 [MultiPointsCrossover,BitFlipMutation] 1580
h11 [MultiPointsCrossover,LoopMoveOperator] 1755
h12 [MultiPointsCrossover,LocalMoveOperator] 1655
h13 [MultiPointsCrossover,SegmentMutation] 1660
h14 [MultiPointsCrossover,OppositeMoveOperator] 1741
