h0 [SinglePointCrossover,BitFlipMutation] 83326
h1 [SinglePointCrossover,LoopMoveOperator] 82601
h2 [SinglePointCrossover,LocalMoveOperator] 83122
h3 [SinglePointCrossover,SegmentMutation] 83247
h4 [SinglePointCrossover,OppositeMoveOperator] 83500
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83108
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 83418
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 82851
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83525
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83600
h10 [MultiPointsCrossover,BitFlipMutation] 82910
h11 [MultiPointsCrossover,LoopMoveOperator] 83517
h12 [MultiPointsCrossover,LocalMoveOperator] 83387
h13 [MultiPointsCrossover,SegmentMutation] 83086
h14 [MultiPointsCrossover,OppositeMoveOperator] 83552
