h0 [SinglePointCrossover,BitFlipMutation] 8527
h1 [SinglePointCrossover,LoopMoveOperator] 8239
h2 [SinglePointCrossover,LocalMoveOperator] 8335
h3 [SinglePointCrossover,SegmentMutation] 8240
h4 [SinglePointCrossover,OppositeMoveOperator] 8475
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8277
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8321
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8322
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8165
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8235
h10 [MultiPointsCrossover,BitFlipMutation] 8242
h11 [MultiPointsCrossover,LoopMoveOperator] 8436
h12 [MultiPointsCrossover,LocalMoveOperator] 8261
h13 [MultiPointsCrossover,SegmentMutation] 8257
h14 [MultiPointsCrossover,OppositeMoveOperator] 8418
