h0 [SinglePointCrossover,BitFlipMutation] 8365
h1 [SinglePointCrossover,LoopMoveOperator] 8188
h2 [SinglePointCrossover,LocalMoveOperator] 8304
h3 [SinglePointCrossover,SegmentMutation] 8262
h4 [SinglePointCrossover,OppositeMoveOperator] 8197
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8166
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8266
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8265
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8492
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8257
h10 [MultiPointsCrossover,BitFlipMutation] 8414
h11 [MultiPointsCrossover,LoopMoveOperator] 8364
h12 [MultiPointsCrossover,LocalMoveOperator] 8444
h13 [MultiPointsCrossover,SegmentMutation] 8481
h14 [MultiPointsCrossover,OppositeMoveOperator] 8285
