h0 [SinglePointCrossover,BitFlipMutation] 166970
h1 [SinglePointCrossover,LoopMoveOperator] 166653
h2 [SinglePointCrossover,LocalMoveOperator] 166116
h3 [SinglePointCrossover,SegmentMutation] 166966
h4 [SinglePointCrossover,OppositeMoveOperator] 167023
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166302
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166934
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166576
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166473
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166056
h10 [MultiPointsCrossover,BitFlipMutation] 166997
h11 [MultiPointsCrossover,LoopMoveOperator] 166356
h12 [MultiPointsCrossover,LocalMoveOperator] 167020
h13 [MultiPointsCrossover,SegmentMutation] 167383
h14 [MultiPointsCrossover,OppositeMoveOperator] 166175
