h0 [SinglePointCrossover,BitFlipMutation] 166984
h1 [SinglePointCrossover,LoopMoveOperator] 166086
h2 [SinglePointCrossover,LocalMoveOperator] 167111
h3 [SinglePointCrossover,SegmentMutation] 166837
h4 [SinglePointCrossover,OppositeMoveOperator] 166363
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 167372
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166316
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166801
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166360
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166404
h10 [MultiPointsCrossover,BitFlipMutation] 166492
h11 [MultiPointsCrossover,LoopMoveOperator] 166888
h12 [MultiPointsCrossover,LocalMoveOperator] 166346
h13 [MultiPointsCrossover,SegmentMutation] 166726
h14 [MultiPointsCrossover,OppositeMoveOperator] 166914
