h0 [SinglePointCrossover,BitFlipMutation] 166142
h1 [SinglePointCrossover,LoopMoveOperator] 166580
h2 [SinglePointCrossover,LocalMoveOperator] 166472
h3 [SinglePointCrossover,SegmentMutation] 166312
h4 [SinglePointCrossover,OppositeMoveOperator] 166272
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 167118
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 167382
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166676
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166618
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166719
h10 [MultiPointsCrossover,BitFlipMutation] 167897
h11 [MultiPointsCrossover,LoopMoveOperator] 166053
h12 [MultiPointsCrossover,LocalMoveOperator] 166221
h13 [MultiPointsCrossover,SegmentMutation] 167054
h14 [MultiPointsCrossover,OppositeMoveOperator] 166484
