h0 [SinglePointCrossover,BitFlipMutation] 166476
h1 [SinglePointCrossover,LoopMoveOperator] 166455
h2 [SinglePointCrossover,LocalMoveOperator] 166112
h3 [SinglePointCrossover,SegmentMutation] 166393
h4 [SinglePointCrossover,OppositeMoveOperator] 166900
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166869
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 167168
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166772
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166403
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166889
h10 [MultiPointsCrossover,BitFlipMutation] 166535
h11 [MultiPointsCrossover,LoopMoveOperator] 167284
h12 [MultiPointsCrossover,LocalMoveOperator] 166510
h13 [MultiPointsCrossover,SegmentMutation] 166589
h14 [MultiPointsCrossover,OppositeMoveOperator] 166645
