h0 [SinglePointCrossover,BitFlipMutation] 83189
h1 [SinglePointCrossover,LoopMoveOperator] 83522
h2 [SinglePointCrossover,LocalMoveOperator] 82960
h3 [SinglePointCrossover,SegmentMutation] 83359
h4 [SinglePointCrossover,OppositeMoveOperator] 83428
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83733
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 83112
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 83439
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83392
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83194
h10 [MultiPointsCrossover,BitFlipMutation] 83077
h11 [MultiPointsCrossover,LoopMoveOperator] 83393
h12 [MultiPointsCrossover,LocalMoveOperator] 83055
h13 [MultiPointsCrossover,SegmentMutation] 83280
h14 [MultiPointsCrossover,OppositeMoveOperator] 83367
