h0 [SinglePointCrossover,BitFlipMutation] 166370
h1 [SinglePointCrossover,LoopMoveOperator] 166494
h2 [SinglePointCrossover,LocalMoveOperator] 166716
h3 [SinglePointCrossover,SegmentMutation] 166732
h4 [SinglePointCrossover,OppositeMoveOperator] 167079
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166482
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166514
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 167065
h8 [IntegerTwoPointsCrossover,SegmentMutation] 167011
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166849
h10 [MultiPointsCrossover,BitFlipMutation] 166784
h11 [MultiPointsCrossover,LoopMoveOperator] 166251
h12 [MultiPointsCrossover,LocalMoveOperator] 166438
h13 [MultiPointsCrossover,SegmentMutation] 166835
h14 [MultiPointsCrossover,OppositeMoveOperator] 166380
