h0 [SinglePointCrossover,BitFlipMutation] 1648
h1 [SinglePointCrossover,LoopMoveOperator] 1658
h2 [SinglePointCrossover,LocalMoveOperator] 1722
h3 [SinglePointCrossover,SegmentMutation] 1697
h4 [SinglePointCrossover,OppositeMoveOperator] 1664
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1647
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1610
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1703
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1672
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1629
h10 [MultiPointsCrossover,BitFlipMutation] 1685
h11 [MultiPointsCrossover,LoopMoveOperator] 1636
h12 [MultiPointsCrossover,LocalMoveOperator] 1730
h13 [MultiPointsCrossover,SegmentMutation] 1627
h14 [MultiPointsCrossover,OppositeMoveOperator] 1672
