h0 [SinglePointCrossover,BitFlipMutation] 8052
h1 [SinglePointCrossover,LoopMoveOperator] 8280
h2 [SinglePointCrossover,LocalMoveOperator] 8375
h3 [SinglePointCrossover,SegmentMutation] 8438
h4 [SinglePointCrossover,OppositeMoveOperator] 8275
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8433
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8249
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8403
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8418
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8290
h10 [MultiPointsCrossover,BitFlipMutation] 8390
h11 [MultiPointsCrossover,LoopMoveOperator] 8148
h12 [MultiPointsCrossover,LocalMoveOperator] 8293
h13 [MultiPointsCrossover,SegmentMutation] 8399
h14 [MultiPointsCrossover,OppositeMoveOperator] 8307
