h0 [SinglePointCrossover,BitFlipMutation] 166566
h1 [SinglePointCrossover,LoopMoveOperator] 166620
h2 [SinglePointCrossover,LocalMoveOperator] 166409
h3 [SinglePointCrossover,SegmentMutation] 166337
h4 [SinglePointCrossover,OppositeMoveOperator] 167235
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166423
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166534
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 167258
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166053
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 167418
h10 [MultiPointsCrossover,BitFlipMutation] 166977
h11 [MultiPointsCrossover,LoopMoveOperator] 166614
h12 [MultiPointsCrossover,LocalMoveOperator] 166433
h13 [MultiPointsCrossover,SegmentMutation] 165883
h14 [MultiPointsCrossover,OppositeMoveOperator] 167240
