h0 [SinglePointCrossover,BitFlipMutation] 1682
h1 [SinglePointCrossover,LoopMoveOperator] 1677
h2 [SinglePointCrossover,LocalMoveOperator] 1610
h3 [SinglePointCrossover,SegmentMutation] 1666
h4 [SinglePointCrossover,OppositeMoveOperator] 1687
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1681
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1654
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1674
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1686
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1714
h10 [MultiPointsCrossover,BitFlipMutation] 1635
h11 [MultiPointsCrossover,LoopMoveOperator] 1666
h12 [MultiPointsCrossover,LocalMoveOperator] 1640
h13 [MultiPointsCrossover,SegmentMutation] 1603
h14 [MultiPointsCrossover,OppositeMoveOperator] 1725
