h0 [SinglePointCrossover,BitFlipMutation] 8130
h1 [SinglePointCrossover,LoopMoveOperator] 8279
h2 [SinglePointCrossover,LocalMoveOperator] 8391
h3 [SinglePointCrossover,SegmentMutation] 8355
h4 [SinglePointCrossover,OppositeMoveOperator] 8426
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8368
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8304
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8303
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8421
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8212
h10 [MultiPointsCrossover,BitFlipMutation] 8377
h11 [MultiPointsCrossover,LoopMoveOperator] 8174
h12 [MultiPointsCrossover,LocalMoveOperator] 8327
h13 [MultiPointsCrossover,SegmentMutation] 8284
h14 [MultiPointsCrossover,OppositeMoveOperator] 8399
