h0 [SinglePointCrossover,BitFlipMutation] 1614
h1 [SinglePointCrossover,LoopMoveOperator] 1665
h2 [SinglePointCrossover,LocalMoveOperator] 1737
h3 [SinglePointCrossover,SegmentMutation] 1688
h4 [SinglePointCrossover,OppositeMoveOperator] 1576
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1668
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1700
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1679
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1729
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1697
h10 [MultiPointsCrossover,BitFlipMutation] 1688
h11 [MultiPointsCrossover,LoopMoveOperator] 1623
h12 [MultiPointsCrossover,LocalMoveOperator] 1619
h13 [MultiPointsCrossover,SegmentMutation] 1635
h14 [MultiPointsCrossover,OppositeMoveOperator] 1682
