h0 [SinglePointCrossover,BitFlipMutation] 8421
h1 [SinglePointCrossover,LoopMoveOperator] 8143
h2 [SinglePointCrossover,LocalMoveOperator] 8293
h3 [SinglePointCrossover,SegmentMutation] 8256
h4 [SinglePointCrossover,OppositeMoveOperator] 8257
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8301
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8469
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8328
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8347
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8444
h10 [MultiPointsCrossover,BitFlipMutation] 8252
h11 [MultiPointsCrossover,LoopMoveOperator] 8354
h12 [MultiPointsCrossover,LocalMoveOperator] 8338
h13 [MultiPointsCrossover,SegmentMutation] 8235
h14 [MultiPointsCrossover,OppositeMoveOperator] 8312
