h0 [SinglePointCrossover,BitFlipMutation] 166620
h1 [SinglePointCrossover,LoopMoveOperator] 167019
h2 [SinglePointCrossover,LocalMoveOperator] 166143
h3 [SinglePointCrossover,SegmentMutation] 167013
h4 [SinglePointCrossover,OppositeMoveOperator] 166584
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166628
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 167047
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166595
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166247
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 167188
h10 [MultiPointsCrossover,BitFlipMutation] 167092
h11 [MultiPointsCrossover,LoopMoveOperator] 167442
h12 [MultiPointsCrossover,LocalMoveOperator] 166177
h13 [MultiPointsCrossover,SegmentMutation] 166032
h14 [MultiPointsCrossover,OppositeMoveOperator] 166173
