h0 [SinglePointCrossover,BitFlipMutation] 166012
h1 [SinglePointCrossover,LoopMoveOperator] 166921
h2 [SinglePointCrossover,LocalMoveOperator] 166727
h3 [SinglePointCrossover,SegmentMutation] 166982
h4 [SinglePointCrossover,OppositeMoveOperator] 166993
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166075
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166309
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166118
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166919
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 167077
h10 [MultiPointsCrossover,BitFlipMutation] 167036
h11 [MultiPointsCrossover,LoopMoveOperator] 166600
h12 [MultiPointsCrossover,LocalMoveOperator] 166698
h13 [MultiPointsCrossover,SegmentMutation] 166528
h14 [MultiPointsCrossover,OppositeMoveOperator] 167005
