h0 [SinglePointCrossover,BitFlipMutation] 166257
h1 [SinglePointCrossover,LoopMoveOperator] 166801
h2 [SinglePointCrossover,LocalMoveOperator] 166448
h3 [SinglePointCrossover,SegmentMutation] 166928
h4 [SinglePointCrossover,OppositeMoveOperator] 166065
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166206
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166147
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166067
h8 [IntegerTwoPointsCrossover,SegmentMutation] 167215
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166966
h10 [MultiPointsCrossover,BitFlipMutation] 167302
h11 [MultiPointsCrossover,LoopMoveOperator] 166604
h12 [MultiPointsCrossover,LocalMoveOperator] 166575
h13 [MultiPointsCrossover,SegmentMutation] 167160
h14 [MultiPointsCrossover,OppositeMoveOperator] 167259
