h0 [SinglePointCrossover,BitFlipMutation] 166722
h1 [SinglePointCrossover,LoopMoveOperator] 167154
h2 [SinglePointCrossover,LocalMoveOperator] 166328
h3 [SinglePointCrossover,SegmentMutation] 166744
h4 [SinglePointCrossover,OppositeMoveOperator] 166740
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 167117
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166326
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166692
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166220
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166455
h10 [MultiPointsCrossover,BitFlipMutation] 167306
h11 [MultiPointsCrossover,LoopMoveOperator] 167218
h12 [MultiPointsCrossover,LocalMoveOperator] 166605
h13 [MultiPointsCrossover,SegmentMutation] 165739
h14 [MultiPointsCrossover,OppositeMoveOperator] 166634
