h0 [SinglePointCrossover,BitFlipMutation] 83273
h1 [SinglePointCrossover,LoopMoveOperator] 83534
h2 [SinglePointCrossover,LocalMoveOperator] 82694
h3 [SinglePointCrossover,SegmentMutation] 83116
h4 [SinglePointCrossover,OppositeMoveOperator] 83699
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83213
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 83458
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 83330
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83246
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83169
h10 [MultiPointsCrossover,BitFlipMutation] 83613
h11 [MultiPointsCrossover,LoopMoveOperator] 83366
h12 [MultiPointsCrossover,LocalMoveOperator] 83561
h13 [MultiPointsCrossover,SegmentMutation] 83009
h14 [MultiPointsCrossover,OppositeMoveOperator] 83219
