h0 [SinglePointCrossover,BitFlipMutation] 82959
h1 [SinglePointCrossover,LoopMoveOperator] 82749
h2 [SinglePointCrossover,LocalMoveOperator] 83231
h3 [SinglePointCrossover,SegmentMutation] 83154
h4 [SinglePointCrossover,OppositeMoveOperator] 83661
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83024
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 83381
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 83572
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83072
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83509
h10 [MultiPointsCrossover,BitFlipMutation] 83258
h11 [MultiPointsCrossover,LoopMoveOperator] 83159
h12 [MultiPointsCrossover,LocalMoveOperator] 83590
h13 [MultiPointsCrossover,SegmentMutation] 83244
h14 [MultiPointsCrossover,OppositeMoveOperator] 83187
