h0 [SinglePointCrossover,BitFlipMutation] 8292
h1 [SinglePointCrossover,LoopMoveOperator] 8527
h2 [SinglePointCrossover,LocalMoveOperator] 8301
h3 [SinglePointCrossover,SegmentMutation] 8275
h4 [SinglePointCrossover,OppositeMoveOperator] 8381
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8205
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8252
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8296
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8258
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8412
h10 [MultiPointsCrossover,BitFlipMutation] 8268
h11 [MultiPointsCrossover,LoopMoveOperator] 8264
h12 [MultiPointsCrossover,LocalMoveOperator] 8328
h13 [MultiPointsCrossover,SegmentMutation] 8365
h14 [MultiPointsCrossover,OppositeMoveOperator] 8326
