h0 [SinglePointCrossover,BitFlipMutation] 166840
h1 [SinglePointCrossover,LoopMoveOperator] 167113
h2 [SinglePointCrossover,LocalMoveOperator] 166725
h3 [SinglePointCrossover,SegmentMutation] 166551
h4 [SinglePointCrossover,OppositeMoveOperator] 166462
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166211
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166470
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166573
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166423
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166643
h10 [MultiPointsCrossover,BitFlipMutation] 166932
h11 [MultiPointsCrossover,LoopMoveOperator] 166669
h12 [MultiPointsCrossover,LocalMoveOperator] 166647
h13 [MultiPointsCrossover,SegmentMutation] 167112
h14 [MultiPointsCrossover,OppositeMoveOperator] 166629
