h0 [SinglePointCrossover,BitFlipMutation] 83462
h1 [SinglePointCrossover,LoopMoveOperator] 82781
h2 [SinglePointCrossover,LocalMoveOperator] 83276
h3 [SinglePointCrossover,SegmentMutation] 83456
h4 [SinglePointCrossover,OppositeMoveOperator] 82906
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83933
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 83153
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 83116
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83129
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83408
h10 [MultiPointsCrossover,BitFlipMutation] 83838
h11 [MultiPointsCrossover,LoopMoveOperator] 83022
h12 [MultiPointsCrossover,LocalMoveOperator] 83638
h13 [MultiPointsCrossover,SegmentMutation] 83100
h14 [MultiPointsCrossover,OppositeMoveOperator] 83282
