h0 [SinglePointCrossover,BitFlipMutation] 83159
h1 [SinglePointCrossover,LoopMoveOperator] 84115
h2 [SinglePointCrossover,LocalMoveOperator] 83217
h3 [SinglePointCrossover,SegmentMutation] 82884
h4 [SinglePointCrossover,OppositeMoveOperator] 83275
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83439
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 83175
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 83265
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83530
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83190
h10 [MultiPointsCrossover,BitFlipMutation] 83538
h11 [MultiPointsCrossover,LoopMoveOperator] 83101
h12 [MultiPointsCrossover,LocalMoveOperator] 82901
h13 [MultiPointsCrossover,SegmentMutation] 83341
h14 [MultiPointsCrossover,OppositeMoveOperator] 83370
