h0 [SinglePointCrossover,BitFlipMutation] 829
h1 [SinglePointCrossover,LoopMoveOperator] 794
h2 [SinglePointCrossover,LocalMoveOperator] 864
h3 [SinglePointCrossover,SegmentMutation] 869
h4 [SinglePointCrossover,OppositeMoveOperator] 848
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 838
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 837
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 837
h8 [IntegerTwoPointsCrossover,SegmentMutation] 830
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 797
h10 [MultiPointsCrossover,BitFlipMutation] 856
h11 [MultiPointsCrossover,LoopMoveOperator] 812
h12 [MultiPointsCrossover,LocalMoveOperator] 811
h13 [MultiPointsCrossover,SegmentMutation] 849
h14 [MultiPointsCrossover,OppositeMoveOperator] 779
