h0 [SinglePointCrossover,BitFlipMutation] 166848
h1 [SinglePointCrossover,LoopMoveOperator] 167253
h2 [SinglePointCrossover,LocalMoveOperator] 166346
h3 [SinglePointCrossover,SegmentMutation] 166609
h4 [SinglePointCrossover,OppositeMoveOperator] 166721
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 167015
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166498
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166939
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166640
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166171
h10 [MultiPointsCrossover,BitFlipMutation] 167017
h11 [MultiPointsCrossover,LoopMoveOperator] 166976
h12 [MultiPointsCrossover,LocalMoveOperator] 166153
h13 [MultiPointsCrossover,SegmentMutation] 166180
h14 [MultiPointsCrossover,OppositeMoveOperator] 166634
