h0 [SinglePointCrossover,BitFlipMutation] 166688
h1 [SinglePointCrossover,LoopMoveOperator] 166512
h2 [SinglePointCrossover,LocalMoveOperator] 166751
h3 [SinglePointCrossover,SegmentMutation] 166387
h4 [SinglePointCrossover,OppositeMoveOperator] 166720
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166932
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166375
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166315
h8 [IntegerTwoPointsCrossover,SegmentMutation] 167275
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166792
h10 [MultiPointsCrossover,BitFlipMutation] 166835
h11 [MultiPointsCrossover,LoopMoveOperator] 167356
h12 [MultiPointsCrossover,LocalMoveOperator] 166263
h13 [MultiPointsCrossover,SegmentMutation] 166446
h14 [MultiPointsCrossover,OppositeMoveOperator] 166353
