h0 [SinglePointCrossover,BitFlipMutation] 166854
h1 [SinglePointCrossover,LoopMoveOperator] 166554
h2 [SinglePointCrossover,LocalMoveOperator] 166622
h3 [SinglePointCrossover,SegmentMutation] 166487
h4 [SinglePointCrossover,OppositeMoveOperator] 167361
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 167105
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166258
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166939
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166503
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166945
h10 [MultiPointsCrossover,BitFlipMutation] 166454
h11 [MultiPointsCrossover,LoopMoveOperator] 166397
h12 [MultiPointsCrossover,LocalMoveOperator] 166483
h13 [MultiPointsCrossover,SegmentMutation] 166314
h14 [MultiPointsCrossover,OppositeMoveOperator] 166724
