h0 [SinglePointCrossover,BitFlipMutation] 83162
h1 [SinglePointCrossover,LoopMoveOperator] 83174
h2 [SinglePointCrossover,LocalMoveOperator] 83118
h3 [SinglePointCrossover,SegmentMutation] 83176
h4 [SinglePointCrossover,OppositeMoveOperator] 83028
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83924
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 83224
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 83139
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83338
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83505
h10 [MultiPointsCrossover,BitFlipMutation] 83428
h11 [MultiPointsCrossover,LoopMoveOperator] 83671
h12 [MultiPointsCrossover,LocalMoveOperator] 83409
h13 [MultiPointsCrossover,SegmentMutation] 83106
h14 [MultiPointsCrossover,OppositeMoveOperator] 83098
