h0 [SinglePointCrossover,BitFlipMutation] 1612
h1 [SinglePointCrossover,LoopMoveOperator] 1731
h2 [SinglePointCrossover,LocalMoveOperator] 1598
h3 [SinglePointCrossover,SegmentMutation] 1621
h4 [SinglePointCrossover,OppositeMoveOperator] 1680
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1654
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1651
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1722
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1617
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1660
h10 [MultiPointsCrossover,BitFlipMutation] 1646
h11 [MultiPointsCrossover,LoopMoveOperator] 1660
h12 [MultiPointsCrossover,LocalMoveOperator] 1687
h13 [MultiPointsCrossover,SegmentMutation] 1718
h14 [MultiPointsCrossover,OppositeMoveOperator] 1743
