h0 [SinglePointCrossover,BitFlipMutation] 166913
h1 [SinglePointCrossover,LoopMoveOperator] 166472
h2 [SinglePointCrossover,LocalMoveOperator] 166446
h3 [SinglePointCrossover,SegmentMutation] 166799
h4 [SinglePointCrossover,OppositeMoveOperator] 166689
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 167008
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166340
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166569
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166794
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166755
h10 [MultiPointsCrossover,BitFlipMutation] 166903
h11 [MultiPointsCrossover,LoopMoveOperator] 166801
h12 [MultiPointsCrossover,LocalMoveOperator] 166663
h13 [MultiPointsCrossover,SegmentMutation] 167006
h14 [MultiPointsCrossover,OppositeMoveOperator] 165842
