h0 [SinglePointCrossover,BitFlipMutation] 166757
h1 [SinglePointCrossover,LoopMoveOperator] 166544
h2 [SinglePointCrossover,LocalMoveOperator] 166291
h3 [SinglePointCrossover,SegmentMutation] 166603
h4 [SinglePointCrossover,OppositeMoveOperator] 166539
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166372
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166887
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166838
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166984
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166406
h10 [MultiPointsCrossover,BitFlipMutation] 166430
h11 [MultiPointsCrossover,LoopMoveOperator] 166700
h12 [MultiPointsCrossover,LocalMoveOperator] 166755
h13 [MultiPointsCrossover,SegmentMutation] 167418
h14 [MultiPointsCrossover,OppositeMoveOperator] 166476
