h0 [SinglePointCrossover,BitFlipMutation] 8321
h1 [SinglePointCrossover,LoopMoveOperator] 8298
h2 [SinglePointCrossover,LocalMoveOperator] 8173
h3 [SinglePointCrossover,SegmentMutation] 8271
h4 [SinglePointCrossover,OppositeMoveOperator] 8233
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8340
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8535
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8308
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8157
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8535
h10 [MultiPointsCrossover,BitFlipMutation] 8273
h11 [MultiPointsCrossover,LoopMoveOperator] 8384
h12 [MultiPointsCrossover,LocalMoveOperator] 8276
h13 [MultiPointsCrossover,SegmentMutation] 8427
h14 [MultiPointsCrossover,OppositeMoveOperator] 8219
