h0 [SinglePointCrossover,BitFlipMutation] 824
h1 [SinglePointCrossover,LoopMoveOperator] 858
h2 [SinglePointCrossover,LocalMoveOperator] 819
h3 [SinglePointCrossover,SegmentMutation] 824
h4 [SinglePointCrossover,OppositeMoveOperator] 826
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 832
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 869
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 823
h8 [IntegerTwoPointsCrossover,SegmentMutation] 836
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 847
h10 [MultiPointsCrossover,BitFlipMutation] 841
h11 [MultiPointsCrossover,LoopMoveOperator] 820
h12 [MultiPointsCrossover,LocalMoveOperator] 796
h13 [MultiPointsCrossover,SegmentMutation] 802
h14 [MultiPointsCrossover,OppositeMoveOperator] 833
